cost_id,project_id,contractor_id,material_id,cost_date,cost_category,planned_cost_myr,actual_cost_myr,quantity
CST003181,PRJ009,CON006,,2025-09-18,Labour,141115.33,156359.12,0.0
CST003182,PRJ009,CON015,,2025-09-19,Equipment,246791.85,283311.88,0.0
CST003183,PRJ009,CON007,MAT001,2025-09-20,Material,237770.94,221603.06,124.5
CST003184,PRJ009,CON004,MAT012,2025-09-21,Material,175261.6,190013.44,125.73
CST003185,PRJ009,CON007,,2025-09-22,Equipment,286239.97,290800.15,0.0
CST003186,PRJ009,CON018,,2025-09-23,Equipment,139681.26,139801.45,0.0
CST003187,PRJ009,CON003,MAT003,2025-09-24,Material,155782.46,180822.69,72.75
CST003188,PRJ009,CON004,MAT007,2025-09-25,Material,266261.37,318601.41,98.28
CST003189,PRJ009,CON019,,2025-09-26,Subcontract,269909.18,265941.12,0.0
CST003190,PRJ009,CON001,MAT007,2025-09-27,Material,152259.43,161327.26,147.95
CST003191,PRJ009,CON005,,2025-09-28,Subcontract,188989.04,221292.24,0.0
CST003192,PRJ009,CON014,,2025-09-29,Site Overhead,164057.03,185635.61,0.0
CST003193,PRJ009,CON005,MAT005,2025-09-30,Material,230348.17,226556.68,47.53
CST003194,PRJ009,CON015,,2025-10-01,Equipment,197324.11,170035.74,0.0
CST003195,PRJ009,CON010,,2025-10-02,Labour,179238.97,215695.16,0.0
CST003196,PRJ009,CON008,,2025-10-03,Equipment,277962.71,273238.56,0.0
CST003197,PRJ009,CON018,MAT007,2025-10-04,Material,155150.55,176413.58,100.29
CST003198,PRJ009,CON020,,2025-10-05,Subcontract,253023.04,286147.29,0.0
CST003199,PRJ009,CON018,MAT010,2025-10-06,Material,274200.32,248536.99,43.41
CST003200,PRJ009,CON020,MAT010,2025-10-07,Material,258437.45,296554.91,109.44
CST003201,PRJ009,CON011,MAT002,2025-10-08,Material,155133.21,162095.91,38.26
CST003202,PRJ009,CON020,,2025-10-09,Site Overhead,223898.6,254792.74,0.0
CST003203,PRJ009,CON011,,2025-10-10,Labour,171867.47,191520.22,0.0
CST003204,PRJ009,CON016,,2025-10-11,Equipment,154000.77,152192.51,0.0
CST003205,PRJ009,CON005,,2025-10-12,Labour,255614.83,248516.07,0.0
CST003206,PRJ009,CON003,MAT006,2025-10-13,Material,191210.45,214504.08,5.09
CST003207,PRJ009,CON005,MAT004,2025-10-14,Material,156035.38,149258.26,156.46
CST003208,PRJ009,CON013,MAT009,2025-10-15,Material,143580.07,168861.35,156.59
CST003209,PRJ009,CON010,,2025-10-16,Labour,213458.22,215249.27,0.0
CST003210,PRJ009,CON016,,2025-10-17,Labour,171127.12,164920.5,0.0
CST003211,PRJ009,CON012,,2025-10-18,Labour,151666.03,148546.05,0.0
CST003212,PRJ009,CON014,,2025-10-19,Equipment,284257.51,245689.79,0.0
CST003213,PRJ009,CON020,,2025-10-20,Equipment,272731.55,287208.63,0.0
CST003214,PRJ009,CON016,MAT007,2025-10-21,Material,272191.87,321595.44,90.42
CST003215,PRJ009,CON012,MAT008,2025-10-22,Material,241191.44,266672.88,75.72
CST003216,PRJ009,CON016,,2025-10-23,Equipment,147716.35,178277.35,0.0
CST003217,PRJ009,CON007,,2025-10-24,Labour,169882.94,150336.56,0.0
CST003218,PRJ009,CON001,MAT007,2025-10-25,Material,139208.23,128473.22,29.94
CST003219,PRJ009,CON012,,2025-10-26,Site Overhead,219136.21,193754.42,0.0
CST003220,PRJ009,CON014,MAT007,2025-10-27,Material,188507.49,206718.6,89.9
CST003221,PRJ009,CON003,,2025-10-28,Labour,286704.56,289460.26,0.0
CST003222,PRJ009,CON015,,2025-10-29,Labour,170773.77,191384.04,0.0
CST003223,PRJ009,CON005,MAT002,2025-10-30,Material,172406.94,177865.63,55.9
CST003224,PRJ009,CON004,MAT002,2025-10-31,Material,283070.44,305080.46,10.06
CST003225,PRJ009,CON002,,2025-11-01,Labour,248204.18,278833.02,0.0
CST003226,PRJ009,CON003,MAT005,2025-11-02,Material,179624.32,160737.02,88.07
CST003227,PRJ009,CON016,MAT009,2025-11-03,Material,144500.95,130533.93,59.89
CST003228,PRJ009,CON011,MAT003,2025-11-04,Material,223652.51,232375.48,109.6
CST003229,PRJ009,CON020,MAT005,2025-11-05,Material,195497.45,214118.51,138.65
CST003230,PRJ009,CON001,,2025-11-06,Labour,141544.99,137961.92,0.0
CST003231,PRJ009,CON016,,2025-11-07,Site Overhead,240232.87,267691.53,0.0
CST003232,PRJ009,CON017,,2025-11-08,Labour,277080.43,246946.73,0.0
CST003233,PRJ009,CON019,,2025-11-09,Labour,143398.48,152418.19,0.0
CST003234,PRJ009,CON001,,2025-11-10,Labour,142717.33,157048.7,0.0
CST003235,PRJ009,CON006,MAT009,2025-11-11,Material,225783.44,207247.77,87.69
CST003236,PRJ009,CON009,,2025-11-12,Equipment,270451.77,273370.03,0.0
CST003237,PRJ009,CON002,,2025-11-13,Equipment,213207.26,237630.29,0.0
CST003238,PRJ009,CON005,MAT010,2025-11-14,Material,268918.08,289452.06,14.47
CST003239,PRJ009,CON007,MAT008,2025-11-15,Material,210895.72,222127.28,31.97
CST003240,PRJ009,CON008,,2025-11-16,Labour,252048.29,258191.26,0.0
CST003241,PRJ009,CON019,,2025-11-17,Equipment,145425.16,151471.38,0.0
CST003242,PRJ009,CON002,,2025-11-18,Equipment,225025.56,230088.82,0.0
CST003243,PRJ009,CON015,,2025-11-19,Site Overhead,187021.06,189310.25,0.0
CST003244,PRJ009,CON001,MAT009,2025-11-20,Material,283955.61,315316.71,107.07
CST003245,PRJ009,CON004,,2025-11-21,Labour,268091.09,235188.45,0.0
CST003246,PRJ009,CON019,MAT001,2025-11-22,Material,155664.32,175366.35,125.32
CST003247,PRJ009,CON019,MAT003,2025-11-23,Material,220227.25,190086.09,93.78
CST003248,PRJ009,CON008,,2025-11-24,Labour,199951.02,224067.22,0.0
CST003249,PRJ009,CON011,,2025-11-25,Subcontract,143542.44,140131.89,0.0
CST003250,PRJ009,CON014,MAT010,2025-11-26,Material,197878.69,175273.06,82.87
CST003251,PRJ009,CON010,,2025-11-27,Equipment,273140.06,314433.84,0.0
CST003252,PRJ009,CON015,,2025-11-28,Equipment,253509.74,288905.63,0.0
CST003253,PRJ009,CON009,,2025-11-29,Labour,191766.22,224845.76,0.0
CST003254,PRJ009,CON018,,2025-11-30,Equipment,184494.9,211661.49,0.0
CST003255,PRJ009,CON018,,2025-12-01,Labour,171828.24,180911.78,0.0
CST003256,PRJ009,CON002,MAT007,2025-12-02,Material,244129.01,225789.65,98.59
CST003257,PRJ009,CON006,,2025-12-03,Equipment,276646.91,326000.49,0.0
CST003258,PRJ009,CON020,,2025-12-04,Labour,223350.65,256420.66,0.0
CST003259,PRJ009,CON005,,2025-12-05,Equipment,202169.72,222100.28,0.0
CST003260,PRJ009,CON019,,2025-12-06,Labour,185073.67,179639.52,0.0
CST003261,PRJ009,CON009,,2025-12-07,Labour,203508.52,214689.15,0.0
CST003262,PRJ009,CON006,,2025-12-08,Labour,183279.18,169317.86,0.0
CST003263,PRJ009,CON020,,2025-12-09,Labour,231950.49,233033.03,0.0
CST003264,PRJ009,CON018,MAT001,2025-12-10,Material,230890.09,206350.34,107.93
CST003265,PRJ009,CON004,,2025-12-11,Labour,179638.48,182580.36,0.0
CST003266,PRJ009,CON014,MAT012,2025-12-12,Material,148996.4,148785.54,55.84
CST003267,PRJ009,CON003,MAT001,2025-12-13,Material,221313.67,206971.08,155.01
CST003268,PRJ009,CON009,MAT004,2025-12-14,Material,272520.66,291087.42,7.99
CST003269,PRJ009,CON010,,2025-12-15,Equipment,168274.72,146027.4,0.0
CST003270,PRJ009,CON004,MAT012,2025-12-16,Material,276895.2,316721.25,6.9
CST003271,PRJ009,CON018,,2025-12-17,Labour,272040.61,240572.75,0.0
CST003272,PRJ009,CON019,MAT010,2025-12-18,Material,238049.41,213186.14,85.32
CST003273,PRJ009,CON019,,2025-12-19,Labour,278783.54,248935.25,0.0
CST003274,PRJ009,CON011,,2025-12-20,Labour,147001.67,147472.46,0.0
CST003275,PRJ009,CON009,MAT008,2025-12-21,Material,217187.28,226665.38,133.42
CST003276,PRJ009,CON007,,2025-12-22,Equipment,273855.99,270544.56,0.0
CST003277,PRJ009,CON007,MAT003,2025-12-23,Material,222901.24,200166.88,40.25
CST003278,PRJ009,CON018,,2025-12-24,Subcontract,158956.63,146655.73,0.0
CST003279,PRJ009,CON008,MAT001,2025-12-25,Material,274089.32,278568.24,122.44
CST003280,PRJ009,CON005,,2025-12-26,Equipment,241003.26,266403.1,0.0
CST003281,PRJ009,CON012,MAT008,2025-12-27,Material,175691.18,209722.6,14.6
CST003282,PRJ009,CON002,,2025-12-28,Labour,183381.28,172670.34,0.0
CST003283,PRJ009,CON003,,2025-12-29,Site Overhead,157189.15,162875.26,0.0
CST003284,PRJ009,CON014,,2025-12-30,Subcontract,138999.06,124969.88,0.0
CST003285,PRJ009,CON007,,2025-12-31,Labour,165650.87,177712.92,0.0
CST003286,PRJ010,CON020,,2025-01-01,Labour,608143.81,723439.77,0.0
CST003287,PRJ010,CON005,,2025-01-02,Labour,364697.65,315565.55,0.0
CST003288,PRJ010,CON010,MAT010,2025-01-03,Material,485593.36,442138.38,33.34
CST003289,PRJ010,CON001,,2025-01-04,Equipment,512733.81,576497.53,0.0
CST003290,PRJ010,CON016,MAT007,2025-01-05,Material,363058.59,402461.78,102.09
CST003291,PRJ010,CON019,MAT005,2025-01-06,Material,576935.83,642048.32,86.13
CST003292,PRJ010,CON011,MAT002,2025-01-07,Material,451126.33,418706.24,17.89
CST003293,PRJ010,CON014,MAT008,2025-01-08,Material,562745.0,634823.78,133.79
CST003294,PRJ010,CON018,,2025-01-09,Labour,640006.42,625962.76,0.0
CST003295,PRJ010,CON017,,2025-01-10,Labour,733905.32,685705.67,0.0
CST003296,PRJ010,CON019,,2025-01-11,Subcontract,701178.24,750929.67,0.0
CST003297,PRJ010,CON009,MAT006,2025-01-12,Material,690327.98,690046.23,67.14
CST003298,PRJ010,CON020,MAT009,2025-01-13,Material,679434.94,652115.67,59.92
CST003299,PRJ010,CON001,,2025-01-14,Labour,590521.52,609751.59,0.0
CST003300,PRJ010,CON016,,2025-01-15,Labour,387653.82,453355.1,0.0
CST003301,PRJ010,CON011,MAT007,2025-01-16,Material,719525.79,855653.89,39.89
CST003302,PRJ010,CON005,MAT010,2025-01-17,Material,706541.8,740249.47,157.33
CST003303,PRJ010,CON009,MAT004,2025-01-18,Material,624673.61,687695.87,36.94
CST003304,PRJ010,CON017,MAT008,2025-01-19,Material,694304.7,651345.71,75.03
CST003305,PRJ010,CON002,,2025-01-20,Site Overhead,439846.28,403621.8,0.0
CST003306,PRJ010,CON013,,2025-01-21,Labour,425432.79,477528.06,0.0
CST003307,PRJ010,CON017,MAT011,2025-01-22,Material,509770.41,509293.09,29.11
CST003308,PRJ010,CON009,MAT009,2025-01-23,Material,487707.76,422088.74,64.95
CST003309,PRJ010,CON010,MAT002,2025-01-24,Material,442304.01,522317.0,62.86
CST003310,PRJ010,CON004,,2025-01-25,Labour,717587.15,673251.06,0.0
CST003311,PRJ010,CON006,MAT012,2025-01-26,Material,476212.74,570552.92,87.57
CST003312,PRJ010,CON006,,2025-01-27,Equipment,368227.3,390740.25,0.0
CST003313,PRJ010,CON016,,2025-01-28,Equipment,542971.48,592704.49,0.0
CST003314,PRJ010,CON014,MAT010,2025-01-29,Material,514220.88,577511.42,38.8
CST003315,PRJ010,CON006,,2025-01-30,Equipment,417812.95,499247.02,0.0
CST003316,PRJ010,CON010,MAT005,2025-01-31,Material,669571.97,599291.22,130.79
CST003317,PRJ010,CON010,MAT004,2025-02-01,Material,483386.76,477000.5,57.78
CST003318,PRJ010,CON020,,2025-02-02,Labour,406609.86,387788.66,0.0
CST003319,PRJ010,CON008,MAT001,2025-02-03,Material,386492.48,448861.73,28.74
CST003320,PRJ010,CON012,,2025-02-04,Subcontract,741824.26,796475.41,0.0
CST003321,PRJ010,CON011,,2025-02-05,Equipment,422177.85,469213.83,0.0
CST003322,PRJ010,CON011,,2025-02-06,Equipment,400909.06,479845.42,0.0
CST003323,PRJ010,CON016,MAT007,2025-02-07,Material,699113.95,679688.35,158.54
CST003324,PRJ010,CON013,MAT008,2025-02-08,Material,519469.8,568930.12,88.39
CST003325,PRJ010,CON008,,2025-02-09,Subcontract,480358.57,435301.8,0.0
CST003326,PRJ010,CON001,MAT009,2025-02-10,Material,648421.9,650339.28,145.37
CST003327,PRJ010,CON013,,2025-02-11,Subcontract,495093.39,428244.67,0.0
CST003328,PRJ010,CON001,MAT004,2025-02-12,Material,425536.63,423296.13,150.31
CST003329,PRJ010,CON014,,2025-02-13,Site Overhead,391289.37,337120.57,0.0
CST003330,PRJ010,CON003,,2025-02-14,Site Overhead,737298.74,736160.11,0.0
CST003331,PRJ010,CON006,,2025-02-15,Equipment,645812.35,578605.14,0.0
CST003332,PRJ010,CON005,,2025-02-16,Subcontract,424565.86,444736.11,0.0
CST003333,PRJ010,CON003,,2025-02-17,Labour,576626.29,536695.53,0.0
CST003334,PRJ010,CON005,,2025-02-18,Labour,744454.3,670540.62,0.0
CST003335,PRJ010,CON009,MAT001,2025-02-19,Material,668337.87,656019.79,52.06
CST003336,PRJ010,CON011,MAT010,2025-02-20,Material,678228.66,636491.17,138.92
CST003337,PRJ010,CON018,,2025-02-21,Equipment,667786.21,795271.17,0.0
CST003338,PRJ010,CON020,,2025-02-22,Equipment,534846.14,516377.61,0.0
CST003339,PRJ010,CON020,,2025-02-23,Subcontract,715503.64,640463.07,0.0
CST003340,PRJ010,CON012,,2025-02-24,Labour,457887.63,456949.24,0.0
CST003341,PRJ010,CON015,MAT009,2025-02-25,Material,598415.45,639891.17,17.24
CST003342,PRJ010,CON009,,2025-02-26,Equipment,397787.4,389727.3,0.0
CST003343,PRJ010,CON014,,2025-02-27,Equipment,534727.66,548757.31,0.0
CST003344,PRJ010,CON008,,2025-02-28,Site Overhead,486850.46,445001.42,0.0
CST003345,PRJ010,CON020,,2025-03-01,Subcontract,452255.25,528511.14,0.0
CST003346,PRJ010,CON011,,2025-03-02,Labour,681318.94,740104.9,0.0
CST003347,PRJ010,CON010,,2025-03-03,Site Overhead,674304.25,611440.9,0.0
CST003348,PRJ010,CON002,,2025-03-04,Equipment,666596.43,703129.88,0.0
CST003349,PRJ010,CON006,,2025-03-05,Labour,738236.59,750967.96,0.0
CST003350,PRJ010,CON012,MAT005,2025-03-06,Material,391818.9,364912.42,20.6
CST003351,PRJ010,CON014,,2025-03-07,Labour,708875.91,647408.38,0.0
CST003352,PRJ010,CON003,MAT003,2025-03-08,Material,379300.7,355689.54,143.91
CST003353,PRJ010,CON004,MAT009,2025-03-09,Material,366854.96,429972.32,97.15
CST003354,PRJ010,CON012,,2025-03-10,Subcontract,734201.06,824932.26,0.0
CST003355,PRJ010,CON017,,2025-03-11,Labour,636343.84,676337.69,0.0
CST003356,PRJ010,CON003,,2025-03-12,Labour,425785.76,507938.1,0.0
CST003357,PRJ010,CON006,,2025-03-13,Equipment,632201.82,717419.73,0.0
CST003358,PRJ010,CON013,,2025-03-14,Subcontract,448974.87,426607.68,0.0
CST003359,PRJ010,CON017,MAT006,2025-03-15,Material,739054.15,838399.7,134.55
CST003360,PRJ010,CON006,,2025-03-16,Labour,449767.31,458947.93,0.0
CST003361,PRJ010,CON007,MAT008,2025-03-17,Material,547250.06,631611.69,15.46
CST003362,PRJ010,CON005,,2025-03-18,Equipment,464925.7,492840.24,0.0
CST003363,PRJ010,CON012,,2025-03-19,Equipment,440677.35,496307.12,0.0
CST003364,PRJ010,CON007,MAT009,2025-03-20,Material,663109.25,694678.43,143.72
CST003365,PRJ010,CON018,MAT001,2025-03-21,Material,462103.42,504472.05,56.13
CST003366,PRJ010,CON019,,2025-03-22,Labour,648025.37,702341.15,0.0
CST003367,PRJ010,CON012,,2025-03-23,Equipment,688201.16,684872.6,0.0
CST003368,PRJ010,CON012,,2025-03-24,Labour,470548.5,491620.46,0.0
CST003369,PRJ010,CON001,,2025-03-25,Labour,456543.46,417548.42,0.0
CST003370,PRJ010,CON002,MAT002,2025-03-26,Material,420139.85,462463.74,21.18
CST003371,PRJ010,CON014,,2025-03-27,Site Overhead,717334.47,842594.36,0.0
CST003372,PRJ010,CON015,,2025-03-28,Equipment,463711.23,428532.61,0.0
CST003373,PRJ010,CON019,,2025-03-29,Site Overhead,555992.94,587923.01,0.0
CST003374,PRJ010,CON018,,2025-03-30,Labour,417926.87,441563.96,0.0
CST003375,PRJ010,CON004,MAT003,2025-03-31,Material,670971.42,785168.74,128.21
CST003376,PRJ010,CON003,MAT003,2025-04-01,Material,585733.02,714398.85,102.16
CST003377,PRJ010,CON006,,2025-04-02,Labour,510763.89,534506.69,0.0
CST003378,PRJ010,CON007,MAT008,2025-04-03,Material,526136.99,583019.11,44.88
CST003379,PRJ010,CON019,,2025-04-04,Labour,696096.13,759304.45,0.0
CST003380,PRJ010,CON003,,2025-04-05,Labour,380203.11,339343.68,0.0
CST003381,PRJ010,CON019,,2025-04-06,Equipment,725320.59,658583.29,0.0
CST003382,PRJ010,CON006,,2025-04-07,Subcontract,556473.61,564135.01,0.0
CST003383,PRJ010,CON003,MAT003,2025-04-08,Material,733530.55,800746.11,39.04
CST003384,PRJ010,CON019,MAT011,2025-04-09,Material,414930.95,501034.9,66.61
CST003385,PRJ010,CON009,,2025-04-10,Equipment,652362.42,566318.6,0.0
CST003386,PRJ010,CON006,,2025-04-11,Site Overhead,420619.49,493997.39,0.0
CST003387,PRJ010,CON020,,2025-04-12,Equipment,507138.31,598027.79,0.0
CST003388,PRJ010,CON019,,2025-04-13,Subcontract,518375.52,555371.27,0.0
CST003389,PRJ010,CON003,MAT006,2025-04-14,Material,740956.59,652850.17,144.83
CST003390,PRJ010,CON009,,2025-04-15,Equipment,728576.66,786025.21,0.0
CST003391,PRJ010,CON001,,2025-04-16,Labour,555864.07,666136.5,0.0
CST003392,PRJ010,CON019,,2025-04-17,Labour,496200.36,568922.43,0.0
CST003393,PRJ010,CON017,,2025-04-18,Site Overhead,685673.91,736284.59,0.0
CST003394,PRJ010,CON009,,2025-04-19,Site Overhead,598665.52,644504.45,0.0
CST003395,PRJ010,CON018,MAT001,2025-04-20,Material,708991.25,612404.96,11.66
CST003396,PRJ010,CON007,,2025-04-21,Site Overhead,668754.86,757539.33,0.0
CST003397,PRJ010,CON008,,2025-04-22,Equipment,380157.89,366377.88,0.0
CST003398,PRJ010,CON016,,2025-04-23,Subcontract,496095.49,472972.4,0.0
CST003399,PRJ010,CON015,,2025-04-24,Labour,572920.72,552831.4,0.0
CST003400,PRJ010,CON005,MAT001,2025-04-25,Material,606357.43,596330.52,90.83
CST003401,PRJ010,CON011,MAT004,2025-04-26,Material,470321.03,559713.55,101.62
CST003402,PRJ010,CON006,,2025-04-27,Equipment,484329.71,527196.1,0.0
CST003403,PRJ010,CON002,,2025-04-28,Equipment,427932.28,426557.66,0.0
CST003404,PRJ010,CON015,MAT002,2025-04-29,Material,591610.99,658224.99,145.96
CST003405,PRJ010,CON004,MAT004,2025-04-30,Material,411220.8,371667.53,119.82
CST003406,PRJ010,CON005,,2025-05-01,Labour,733678.46,672855.81,0.0
CST003407,PRJ010,CON010,,2025-05-02,Labour,413696.58,385998.75,0.0
CST003408,PRJ010,CON008,,2025-05-03,Labour,394342.7,358529.51,0.0
CST003409,PRJ010,CON012,,2025-05-04,Equipment,562061.5,634296.07,0.0
CST003410,PRJ010,CON010,MAT003,2025-05-05,Material,393515.5,400567.83,157.26
CST003411,PRJ010,CON006,,2025-05-06,Labour,574623.22,607952.46,0.0
CST003412,PRJ010,CON010,MAT003,2025-05-07,Material,540384.53,629708.73,65.75
CST003413,PRJ010,CON001,,2025-05-08,Equipment,469009.34,443792.94,0.0
CST003414,PRJ010,CON015,,2025-05-09,Labour,712411.89,826265.24,0.0
CST003415,PRJ010,CON019,,2025-05-10,Labour,671251.66,623515.67,0.0
CST003416,PRJ010,CON001,,2025-05-11,Site Overhead,655674.0,679310.02,0.0
CST003417,PRJ010,CON010,,2025-05-12,Subcontract,389695.02,438907.92,0.0
CST003418,PRJ010,CON020,,2025-05-13,Subcontract,527763.19,519673.6,0.0
CST003419,PRJ010,CON003,,2025-05-14,Subcontract,473379.06,566862.6,0.0
CST003420,PRJ010,CON007,,2025-05-15,Labour,451800.12,473041.04,0.0
CST003421,PRJ010,CON014,,2025-05-16,Labour,507696.88,602183.34,0.0
CST003422,PRJ010,CON014,MAT002,2025-05-17,Material,611483.49,633655.21,67.58
CST003423,PRJ010,CON016,MAT011,2025-05-18,Material,410769.01,425766.34,83.81
CST003424,PRJ010,CON018,MAT002,2025-05-19,Material,664217.68,671292.74,71.25
CST003425,PRJ010,CON013,,2025-05-20,Labour,635757.58,765882.0,0.0
CST003426,PRJ010,CON001,MAT003,2025-05-21,Material,416604.47,428464.64,98.57
CST003427,PRJ010,CON005,,2025-05-22,Labour,532083.83,625100.02,0.0
CST003428,PRJ010,CON016,MAT002,2025-05-23,Material,461554.5,503827.87,44.35
CST003429,PRJ010,CON015,,2025-05-24,Subcontract,468233.98,414611.56,0.0
CST003430,PRJ010,CON012,MAT009,2025-05-25,Material,653625.8,765331.89,119.63
CST003431,PRJ010,CON016,,2025-05-26,Labour,740895.14,895041.07,0.0
CST003432,PRJ010,CON016,MAT001,2025-05-27,Material,545934.61,470416.03,123.66
CST003433,PRJ010,CON012,MAT005,2025-05-28,Material,682018.89,818883.03,141.33
CST003434,PRJ010,CON010,,2025-05-29,Equipment,399361.52,417989.67,0.0
CST003435,PRJ010,CON001,,2025-05-30,Subcontract,685742.09,751586.73,0.0
CST003436,PRJ010,CON003,,2025-05-31,Labour,623587.8,609372.75,0.0
CST003437,PRJ010,CON017,MAT003,2025-06-01,Material,512570.32,484768.18,8.17
CST003438,PRJ010,CON015,,2025-06-02,Labour,444305.4,411573.02,0.0
CST003439,PRJ010,CON018,MAT007,2025-06-03,Material,700898.43,727528.52,78.11
CST003440,PRJ010,CON013,,2025-06-04,Equipment,560819.49,543837.17,0.0
CST003441,PRJ010,CON007,,2025-06-05,Subcontract,530285.06,565074.98,0.0
CST003442,PRJ010,CON012,,2025-06-06,Subcontract,567704.94,581605.22,0.0
CST003443,PRJ010,CON016,MAT006,2025-06-07,Material,722990.56,842123.09,56.15
CST003444,PRJ010,CON008,,2025-06-08,Labour,483362.83,573279.5,0.0
CST003445,PRJ010,CON004,MAT004,2025-06-09,Material,381381.43,393678.77,38.71
CST003446,PRJ010,CON016,,2025-06-10,Equipment,370995.28,388958.07,0.0
CST003447,PRJ010,CON013,MAT007,2025-06-11,Material,740713.57,857925.61,67.8
CST003448,PRJ010,CON011,,2025-06-12,Equipment,560351.05,601144.97,0.0
CST003449,PRJ010,CON009,,2025-06-13,Equipment,712663.41,869217.21,0.0
CST003450,PRJ010,CON014,MAT005,2025-06-14,Material,363564.57,404707.44,66.98
CST003451,PRJ010,CON020,,2025-06-15,Site Overhead,693803.35,816123.29,0.0
CST003452,PRJ010,CON009,,2025-06-16,Equipment,607981.92,641260.74,0.0
CST003453,PRJ010,CON004,,2025-06-17,Labour,583543.19,564573.8,0.0
CST003454,PRJ010,CON015,,2025-06-18,Site Overhead,642601.48,612675.79,0.0
CST003455,PRJ010,CON012,MAT001,2025-06-19,Material,417640.5,438193.97,117.55
CST003456,PRJ010,CON002,,2025-06-20,Subcontract,370980.95,416214.26,0.0
CST003457,PRJ010,CON018,,2025-06-21,Equipment,721821.93,824158.79,0.0
CST003458,PRJ010,CON010,MAT005,2025-06-22,Material,367493.43,400644.57,9.94
CST003459,PRJ010,CON008,,2025-06-23,Labour,479427.18,551601.89,0.0
CST003460,PRJ010,CON006,MAT002,2025-06-24,Material,372136.46,389673.06,111.18
CST003461,PRJ010,CON002,,2025-06-25,Equipment,606489.11,654449.48,0.0
CST003462,PRJ010,CON009,,2025-06-26,Labour,641453.38,621314.63,0.0
CST003463,PRJ010,CON012,,2025-06-27,Labour,397557.72,369663.67,0.0
CST003464,PRJ010,CON014,,2025-06-28,Labour,409331.65,369450.24,0.0
CST003465,PRJ010,CON010,MAT011,2025-06-29,Material,471949.2,415303.72,101.44
CST003466,PRJ010,CON020,,2025-06-30,Labour,679448.47,747006.78,0.0
CST003467,PRJ010,CON015,MAT004,2025-07-01,Material,701046.05,740425.99,123.53
CST003468,PRJ010,CON013,,2025-07-02,Labour,582432.27,521715.7,0.0
CST003469,PRJ010,CON001,MAT005,2025-07-03,Material,695921.08,843023.95,44.04
CST003470,PRJ010,CON002,,2025-07-04,Labour,543801.13,475096.71,0.0
CST003471,PRJ010,CON010,,2025-07-05,Labour,709717.01,621989.42,0.0
CST003472,PRJ010,CON020,MAT003,2025-07-06,Material,674779.88,781936.81,8.17
CST003473,PRJ010,CON008,,2025-07-07,Labour,706503.64,780177.97,0.0
CST003474,PRJ010,CON008,MAT005,2025-07-08,Material,457085.2,467075.26,88.59
CST003475,PRJ010,CON002,,2025-07-09,Equipment,519880.45,575291.2,0.0
CST003476,PRJ010,CON015,,2025-07-10,Equipment,581112.77,538331.06,0.0
CST003477,PRJ010,CON016,,2025-07-11,Equipment,678150.45,606228.51,0.0
CST003478,PRJ010,CON018,,2025-07-12,Site Overhead,619546.35,557581.41,0.0
CST003479,PRJ010,CON014,,2025-07-13,Equipment,498428.27,483132.7,0.0
CST003480,PRJ010,CON001,,2025-07-14,Equipment,580143.57,593072.37,0.0
CST003481,PRJ010,CON009,MAT010,2025-07-15,Material,545538.17,488346.69,75.23
CST003482,PRJ010,CON002,MAT006,2025-07-16,Material,562901.08,646112.19,125.27
CST003483,PRJ010,CON004,MAT008,2025-07-17,Material,451012.8,459295.84,51.43
CST003484,PRJ010,CON001,,2025-07-18,Equipment,405529.58,407166.33,0.0
CST003485,PRJ010,CON011,MAT002,2025-07-19,Material,387038.62,342138.68,95.29
CST003486,PRJ010,CON009,MAT009,2025-07-20,Material,626562.7,557963.36,59.46
CST003487,PRJ010,CON018,,2025-07-21,Equipment,511455.58,526152.09,0.0
CST003488,PRJ010,CON016,MAT002,2025-07-22,Material,620769.58,601474.31,9.49
CST003489,PRJ010,CON020,,2025-07-23,Equipment,742024.49,712664.19,0.0
CST003490,PRJ010,CON012,MAT006,2025-07-24,Material,421025.0,450483.54,90.41
CST003491,PRJ010,CON015,,2025-07-25,Site Overhead,641717.76,691252.28,0.0
CST003492,PRJ010,CON004,,2025-07-26,Labour,398269.15,433460.4,0.0
CST003493,PRJ010,CON013,,2025-07-27,Subcontract,533360.49,491724.03,0.0
CST003494,PRJ010,CON014,,2025-07-28,Labour,545115.37,530036.92,0.0
CST003495,PRJ010,CON004,,2025-07-29,Labour,520265.36,510643.87,0.0
CST003496,PRJ010,CON009,,2025-07-30,Site Overhead,692557.2,641347.38,0.0
CST003497,PRJ010,CON012,MAT010,2025-07-31,Material,596254.99,556566.85,148.55
CST003498,PRJ010,CON004,,2025-08-01,Site Overhead,716559.73,740800.46,0.0
CST003499,PRJ010,CON011,MAT006,2025-08-02,Material,544373.16,492193.28,123.34
CST003500,PRJ010,CON012,MAT009,2025-08-03,Material,675926.26,811953.58,59.42
CST003501,PRJ010,CON014,,2025-08-04,Labour,705257.43,788234.12,0.0
CST003502,PRJ010,CON012,,2025-08-05,Labour,519721.89,633191.16,0.0
CST003503,PRJ010,CON010,,2025-08-06,Equipment,589844.68,514829.53,0.0
CST003504,PRJ010,CON019,MAT004,2025-08-07,Material,692830.03,710084.72,104.46
CST003505,PRJ010,CON017,MAT004,2025-08-08,Material,416744.74,404206.86,26.36
CST003506,PRJ010,CON005,MAT010,2025-08-09,Material,728539.61,646324.83,138.23
