usage_id,project_id,equipment_id,usage_date,operating_hours,idle_hours,available_hours,fuel_consumed_litres,maintenance_cost_myr
USE007804,PRJ005,EQP053,2025-01-08,5.33,6.67,12.0,58.03,0.0
USE007805,PRJ005,EQP053,2025-01-10,4.95,5.05,10.0,49.81,0.0
USE007806,PRJ005,EQP053,2025-01-13,5.96,2.04,8.0,54.69,966.61
USE007807,PRJ005,EQP053,2025-01-19,2.94,5.06,8.0,34.51,0.0
USE007808,PRJ005,EQP053,2025-01-20,9.85,2.15,12.0,121.69,0.0
USE007809,PRJ005,EQP053,2025-01-22,10.21,1.79,12.0,157.46,2981.96
USE007810,PRJ005,EQP053,2025-01-23,7.04,2.96,10.0,80.16,0.0
USE007811,PRJ005,EQP053,2025-01-24,7.35,8.65,16.0,142.27,0.0
USE007812,PRJ005,EQP053,2025-01-25,11.94,4.06,16.0,217.45,0.0
USE007813,PRJ005,EQP053,2025-01-28,4.58,3.42,8.0,34.76,0.0
USE007814,PRJ005,EQP053,2025-01-31,8.32,15.68,24.0,114.78,784.85
USE007815,PRJ005,EQP053,2025-02-04,3.85,6.15,10.0,53.04,0.0
USE007816,PRJ005,EQP053,2025-02-06,2.65,7.35,10.0,15.02,0.0
USE007817,PRJ005,EQP053,2025-02-07,11.0,1.0,12.0,93.57,404.31
USE007818,PRJ005,EQP053,2025-02-09,9.28,0.72,10.0,119.99,0.0
USE007819,PRJ005,EQP053,2025-02-16,7.96,0.04,8.0,95.59,0.0
USE007820,PRJ005,EQP053,2025-02-19,5.32,2.68,8.0,27.99,0.0
USE007821,PRJ005,EQP053,2025-02-23,6.01,3.99,10.0,106.49,0.0
USE007822,PRJ005,EQP053,2025-02-24,7.59,2.41,10.0,107.25,0.0
USE007823,PRJ005,EQP053,2025-02-27,6.79,5.21,12.0,85.47,1208.78
USE007824,PRJ005,EQP053,2025-02-28,1.5,8.5,10.0,9.12,0.0
USE007825,PRJ005,EQP053,2025-03-02,15.38,0.62,16.0,193.82,0.0
USE007826,PRJ005,EQP053,2025-03-03,11.04,0.96,12.0,122.2,2738.15
USE007827,PRJ005,EQP053,2025-03-04,8.41,3.59,12.0,76.74,2936.48
USE007828,PRJ005,EQP053,2025-03-09,7.19,4.81,12.0,48.99,0.0
USE007829,PRJ005,EQP053,2025-03-12,9.38,0.62,10.0,180.31,1212.39
USE007830,PRJ005,EQP053,2025-03-16,7.08,2.92,10.0,87.58,0.0
USE007831,PRJ005,EQP053,2025-03-17,11.47,0.53,12.0,66.22,222.28
USE007832,PRJ005,EQP053,2025-03-20,11.12,0.88,12.0,110.64,0.0
USE007833,PRJ005,EQP053,2025-03-22,6.45,9.55,16.0,39.45,0.0
USE007834,PRJ005,EQP053,2025-03-23,7.2,16.8,24.0,112.75,0.0
USE007835,PRJ005,EQP053,2025-03-30,5.12,4.88,10.0,63.06,0.0
USE007836,PRJ005,EQP053,2025-04-01,6.84,3.16,10.0,69.44,0.0
USE007837,PRJ005,EQP053,2025-04-02,3.71,6.29,10.0,23.52,0.0
USE007838,PRJ005,EQP053,2025-04-03,7.2,2.8,10.0,80.46,0.0
USE007839,PRJ005,EQP053,2025-04-05,3.81,6.19,10.0,81.82,181.82
USE007840,PRJ005,EQP053,2025-04-07,6.35,5.65,12.0,85.34,0.0
USE007841,PRJ005,EQP053,2025-04-12,2.58,9.42,12.0,15.51,0.0
USE007842,PRJ005,EQP053,2025-04-14,1.67,14.33,16.0,26.28,0.0
USE007843,PRJ005,EQP053,2025-04-15,6.33,3.67,10.0,55.14,0.0
USE007844,PRJ005,EQP053,2025-04-22,5.29,10.71,16.0,83.13,1879.03
USE007845,PRJ005,EQP053,2025-04-23,10.57,1.43,12.0,160.29,0.0
USE007846,PRJ005,EQP053,2025-04-26,2.53,5.47,8.0,40.5,0.0
USE007847,PRJ005,EQP053,2025-04-29,7.81,2.19,10.0,121.95,0.0
USE007848,PRJ005,EQP053,2025-05-02,6.79,9.21,16.0,115.97,0.0
USE007849,PRJ005,EQP053,2025-05-07,6.17,3.83,10.0,39.95,0.0
USE007850,PRJ005,EQP053,2025-05-09,3.59,6.41,10.0,78.31,0.0
USE007851,PRJ005,EQP053,2025-05-13,7.64,8.36,16.0,136.4,0.0
USE007852,PRJ005,EQP053,2025-05-15,6.86,3.14,10.0,147.71,0.0
USE007853,PRJ005,EQP053,2025-05-17,6.57,5.43,12.0,124.28,503.64
USE007854,PRJ005,EQP053,2025-05-23,7.97,2.03,10.0,48.78,0.0
USE007855,PRJ005,EQP053,2025-05-24,7.25,0.75,8.0,95.73,0.0
USE007856,PRJ005,EQP053,2025-05-27,9.38,6.62,16.0,57.46,0.0
USE007857,PRJ005,EQP053,2025-05-28,3.07,6.93,10.0,18.84,0.0
USE007858,PRJ005,EQP053,2025-05-30,7.41,2.59,10.0,143.41,0.0
USE007859,PRJ005,EQP053,2025-06-05,3.9,20.1,24.0,67.83,2617.62
USE007860,PRJ005,EQP053,2025-06-06,5.03,2.97,8.0,39.31,0.0
USE007861,PRJ005,EQP053,2025-06-07,6.66,3.34,10.0,124.25,835.21
USE007862,PRJ005,EQP053,2025-06-11,8.27,3.73,12.0,64.87,2832.5
USE007863,PRJ005,EQP053,2025-06-14,3.44,8.56,12.0,46.55,1443.37
USE007864,PRJ005,EQP053,2025-06-18,14.8,9.2,24.0,171.05,1746.89
USE007865,PRJ005,EQP053,2025-06-19,8.07,1.93,10.0,109.45,0.0
USE007866,PRJ005,EQP053,2025-06-23,2.9,5.1,8.0,36.04,0.0
USE007867,PRJ005,EQP053,2025-06-25,12.8,3.2,16.0,202.1,0.0
USE007868,PRJ005,EQP053,2025-06-26,12.72,11.28,24.0,182.95,0.0
USE007869,PRJ005,EQP053,2025-07-01,6.65,3.35,10.0,130.98,0.0
USE007870,PRJ005,EQP053,2025-07-05,8.07,3.93,12.0,113.36,1350.42
USE007871,PRJ005,EQP053,2025-07-08,7.8,8.2,16.0,110.65,0.0
USE007872,PRJ005,EQP053,2025-07-14,2.19,7.81,10.0,23.46,0.0
USE007873,PRJ005,EQP053,2025-07-15,8.61,1.39,10.0,121.59,0.0
USE007874,PRJ005,EQP053,2025-07-20,4.08,5.92,10.0,65.15,1831.31
USE007875,PRJ005,EQP053,2025-07-22,9.09,0.91,10.0,159.35,0.0
USE007876,PRJ005,EQP053,2025-07-26,3.11,4.89,8.0,67.18,0.0
USE007877,PRJ005,EQP053,2025-07-28,15.78,8.22,24.0,210.64,0.0
USE007878,PRJ005,EQP053,2025-07-31,2.65,5.35,8.0,49.31,0.0
USE007879,PRJ005,EQP053,2025-08-01,7.94,2.06,10.0,104.6,1730.91
USE007880,PRJ005,EQP053,2025-08-03,8.32,3.68,12.0,131.48,1071.87
USE007881,PRJ005,EQP053,2025-08-05,2.42,21.58,24.0,25.2,1302.95
USE007882,PRJ005,EQP053,2025-08-06,5.43,6.57,12.0,56.71,445.68
USE007883,PRJ005,EQP053,2025-08-09,2.52,5.48,8.0,32.33,0.0
USE007884,PRJ005,EQP053,2025-08-10,8.59,1.41,10.0,167.56,872.56
USE007885,PRJ005,EQP053,2025-08-17,7.56,2.44,10.0,161.37,0.0
USE007886,PRJ005,EQP053,2025-08-19,6.63,1.37,8.0,61.98,0.0
USE007887,PRJ005,EQP053,2025-08-20,7.21,2.79,10.0,86.54,2859.49
USE007888,PRJ005,EQP053,2025-08-21,10.62,1.38,12.0,206.9,0.0
USE007889,PRJ005,EQP053,2025-08-24,11.53,0.47,12.0,214.14,0.0
USE007890,PRJ005,EQP053,2025-08-26,2.7,5.3,8.0,49.95,2808.13
USE007891,PRJ005,EQP053,2025-08-27,7.08,0.92,8.0,72.58,3245.89
USE007892,PRJ005,EQP053,2025-08-28,11.83,0.17,12.0,177.61,0.0
USE007893,PRJ005,EQP053,2025-08-29,5.22,2.78,8.0,90.64,0.0
USE007894,PRJ005,EQP053,2025-08-31,2.36,7.64,10.0,38.2,0.0
USE007895,PRJ005,EQP053,2025-09-02,9.58,0.42,10.0,140.15,0.0
USE007896,PRJ005,EQP053,2025-09-04,7.55,0.45,8.0,111.66,0.0
USE007897,PRJ005,EQP053,2025-09-06,8.05,1.95,10.0,169.48,1255.29
USE007898,PRJ005,EQP053,2025-09-07,4.27,3.73,8.0,86.41,2103.43
USE007899,PRJ005,EQP053,2025-09-09,3.89,4.11,8.0,66.94,0.0
USE007900,PRJ005,EQP053,2025-09-10,5.08,10.92,16.0,42.97,0.0
USE007901,PRJ005,EQP053,2025-09-11,1.52,10.48,12.0,22.07,0.0
USE007902,PRJ005,EQP053,2025-09-14,9.21,2.79,12.0,162.02,771.13
USE007903,PRJ005,EQP053,2025-09-16,4.42,3.58,8.0,74.6,0.0
USE007904,PRJ005,EQP053,2025-09-17,2.61,13.39,16.0,26.45,0.0
USE007905,PRJ005,EQP053,2025-09-18,8.58,1.42,10.0,106.63,0.0
USE007906,PRJ005,EQP053,2025-09-21,4.77,5.23,10.0,24.01,2592.73
USE007907,PRJ005,EQP053,2025-09-22,6.86,17.14,24.0,143.5,0.0
USE007908,PRJ005,EQP053,2025-09-23,10.32,1.68,12.0,222.43,0.0
USE007909,PRJ005,EQP053,2025-09-24,6.44,1.56,8.0,64.95,0.0
USE007910,PRJ005,EQP053,2025-09-25,2.51,7.49,10.0,35.66,0.0
USE007911,PRJ005,EQP053,2025-09-26,3.27,20.73,24.0,64.56,1805.88
USE007912,PRJ005,EQP053,2025-09-27,1.57,8.43,10.0,22.35,0.0
USE007913,PRJ005,EQP053,2025-09-30,4.55,7.45,12.0,50.14,0.0
USE007914,PRJ005,EQP053,2025-10-02,6.16,1.84,8.0,91.76,0.0
USE007915,PRJ005,EQP053,2025-10-04,7.65,2.35,10.0,50.66,876.29
USE007916,PRJ005,EQP053,2025-10-06,13.36,2.64,16.0,85.57,0.0
USE007917,PRJ005,EQP053,2025-10-08,9.4,6.6,16.0,120.89,3139.11
USE007918,PRJ005,EQP053,2025-10-17,2.99,7.01,10.0,24.01,0.0
USE007919,PRJ005,EQP053,2025-10-20,7.24,4.76,12.0,114.2,0.0
USE007920,PRJ005,EQP053,2025-10-21,10.51,1.49,12.0,101.73,0.0
USE007921,PRJ005,EQP053,2025-10-23,2.9,21.1,24.0,38.6,0.0
USE007922,PRJ005,EQP053,2025-10-24,4.32,7.68,12.0,75.49,0.0
USE007923,PRJ005,EQP053,2025-10-26,8.86,1.14,10.0,49.52,2968.91
USE007924,PRJ005,EQP053,2025-10-27,2.77,13.23,16.0,43.81,399.53
USE007925,PRJ005,EQP053,2025-10-29,2.0,6.0,8.0,14.88,0.0
USE007926,PRJ005,EQP053,2025-11-03,1.54,6.46,8.0,18.9,0.0
USE007927,PRJ005,EQP053,2025-11-04,6.24,3.76,10.0,134.21,0.0
USE007928,PRJ005,EQP053,2025-11-05,7.81,8.19,16.0,41.01,0.0
USE007929,PRJ005,EQP053,2025-11-07,3.46,8.54,12.0,56.52,0.0
USE007930,PRJ005,EQP053,2025-11-08,7.47,2.53,10.0,40.89,0.0
USE007931,PRJ005,EQP053,2025-11-09,8.52,3.48,12.0,160.71,0.0
USE007932,PRJ005,EQP053,2025-11-10,2.52,5.48,8.0,16.36,0.0
USE007933,PRJ005,EQP053,2025-11-15,2.47,7.53,10.0,42.19,0.0
USE007934,PRJ005,EQP053,2025-11-24,13.79,2.21,16.0,207.68,0.0
USE007935,PRJ005,EQP053,2025-11-25,4.63,3.37,8.0,55.61,1837.4
USE007936,PRJ005,EQP053,2025-11-29,6.35,3.65,10.0,40.85,0.0
USE007937,PRJ005,EQP053,2025-12-05,9.18,0.82,10.0,192.43,0.0
USE007938,PRJ005,EQP053,2025-12-06,3.97,6.03,10.0,50.67,0.0
USE007939,PRJ005,EQP053,2025-12-07,6.5,9.5,16.0,55.54,647.78
USE007940,PRJ005,EQP053,2025-12-08,9.87,0.13,10.0,82.17,0.0
USE007941,PRJ005,EQP053,2025-12-09,6.69,3.31,10.0,141.89,0.0
USE007942,PRJ005,EQP053,2025-12-11,11.62,0.38,12.0,174.09,2421.33
USE007943,PRJ005,EQP053,2025-12-13,14.05,9.95,24.0,126.83,0.0
USE007944,PRJ005,EQP053,2025-12-15,7.34,8.66,16.0,156.51,0.0
USE007945,PRJ005,EQP053,2025-12-18,9.54,2.46,12.0,180.54,0.0
USE007946,PRJ005,EQP053,2025-12-19,11.67,0.33,12.0,171.95,0.0
USE007947,PRJ005,EQP053,2025-12-24,6.51,1.49,8.0,37.62,0.0
USE007948,PRJ005,EQP053,2025-12-27,3.95,8.05,12.0,82.02,1844.54
USE007949,PRJ005,EQP053,2025-12-28,4.18,3.82,8.0,75.44,0.0
USE007950,PRJ005,EQP053,2025-12-30,4.23,3.77,8.0,70.54,0.0
USE007951,PRJ006,EQP054,2025-01-01,3.9,8.1,12.0,30.21,0.0
USE007952,PRJ006,EQP054,2025-01-02,7.05,4.95,12.0,135.38,0.0
USE007953,PRJ006,EQP054,2025-01-06,2.88,7.12,10.0,31.92,0.0
USE007954,PRJ006,EQP054,2025-01-08,9.22,0.78,10.0,104.17,0.0
USE007955,PRJ006,EQP054,2025-01-10,10.07,5.93,16.0,183.77,0.0
USE007956,PRJ006,EQP054,2025-01-19,5.49,2.51,8.0,51.6,0.0
USE007957,PRJ006,EQP054,2025-01-20,9.12,2.88,12.0,123.68,0.0
USE007958,PRJ006,EQP054,2025-01-21,10.37,1.63,12.0,104.86,0.0
USE007959,PRJ006,EQP054,2025-01-26,6.11,3.89,10.0,78.0,0.0
USE007960,PRJ006,EQP054,2025-01-27,6.36,17.64,24.0,58.07,0.0
USE007961,PRJ006,EQP054,2025-02-05,5.6,4.4,10.0,81.79,2013.98
USE007962,PRJ006,EQP054,2025-02-08,7.01,4.99,12.0,122.71,0.0
USE007963,PRJ006,EQP054,2025-02-12,7.2,4.8,12.0,152.95,0.0
USE007964,PRJ006,EQP054,2025-02-13,2.69,9.31,12.0,42.91,0.0
USE007965,PRJ006,EQP054,2025-02-17,6.9,3.1,10.0,85.38,0.0
USE007966,PRJ006,EQP054,2025-02-18,3.08,4.92,8.0,37.64,0.0
USE007967,PRJ006,EQP054,2025-02-19,6.38,3.62,10.0,111.47,0.0
USE007968,PRJ006,EQP054,2025-02-20,5.32,4.68,10.0,102.42,0.0
USE007969,PRJ006,EQP054,2025-02-24,4.17,11.83,16.0,66.44,0.0
USE007970,PRJ006,EQP054,2025-02-25,5.29,6.71,12.0,82.3,3253.18
USE007971,PRJ006,EQP054,2025-02-26,7.21,4.79,12.0,117.08,0.0
USE007972,PRJ006,EQP054,2025-02-27,7.0,1.0,8.0,69.09,2430.26
USE007973,PRJ006,EQP054,2025-02-28,4.12,3.88,8.0,28.73,0.0
USE007974,PRJ006,EQP054,2025-03-03,10.91,5.09,16.0,115.22,0.0
USE007975,PRJ006,EQP054,2025-03-04,3.74,4.26,8.0,55.03,0.0
USE007976,PRJ006,EQP054,2025-03-07,5.47,4.53,10.0,95.54,0.0
USE007977,PRJ006,EQP054,2025-03-09,3.0,9.0,12.0,23.05,0.0
USE007978,PRJ006,EQP054,2025-03-10,3.2,6.8,10.0,22.24,0.0
USE007979,PRJ006,EQP054,2025-03-11,4.54,5.46,10.0,97.28,0.0
USE007980,PRJ006,EQP054,2025-03-12,4.61,5.39,10.0,67.66,2914.84
USE007981,PRJ006,EQP054,2025-03-14,5.05,4.95,10.0,74.55,3116.68
USE007982,PRJ006,EQP054,2025-03-17,7.82,0.18,8.0,141.25,0.0
USE007983,PRJ006,EQP054,2025-03-18,6.01,17.99,24.0,126.28,0.0
USE007984,PRJ006,EQP054,2025-03-20,1.82,22.18,24.0,31.04,0.0
USE007985,PRJ006,EQP054,2025-03-22,1.78,6.22,8.0,32.79,0.0
USE007986,PRJ006,EQP054,2025-03-30,10.33,1.67,12.0,78.94,2155.1
USE007987,PRJ006,EQP054,2025-03-31,9.56,6.44,16.0,196.65,0.0
USE007988,PRJ006,EQP054,2025-04-01,7.84,2.16,10.0,157.09,0.0
USE007989,PRJ006,EQP054,2025-04-09,4.27,3.73,8.0,67.68,1371.39
USE007990,PRJ006,EQP054,2025-04-12,10.96,5.04,16.0,154.69,3049.56
USE007991,PRJ006,EQP054,2025-04-13,8.32,1.68,10.0,114.19,0.0
USE007992,PRJ006,EQP054,2025-04-15,10.5,13.5,24.0,58.89,3235.8
USE007993,PRJ006,EQP054,2025-04-17,5.9,4.1,10.0,105.82,0.0
USE007994,PRJ006,EQP054,2025-04-18,8.87,3.13,12.0,90.33,0.0
USE007995,PRJ006,EQP054,2025-04-20,22.51,1.49,24.0,365.3,0.0
USE007996,PRJ006,EQP054,2025-04-21,7.98,2.02,10.0,68.11,0.0
USE007997,PRJ006,EQP054,2025-04-22,3.02,8.98,12.0,21.03,0.0
USE007998,PRJ006,EQP054,2025-05-01,13.55,10.45,24.0,231.59,0.0
USE007999,PRJ006,EQP054,2025-05-02,3.72,12.28,16.0,65.54,847.47
USE008000,PRJ006,EQP054,2025-05-05,4.31,5.69,10.0,85.38,1707.72
USE008001,PRJ006,EQP054,2025-05-06,6.61,5.39,12.0,108.53,160.75
USE008002,PRJ006,EQP054,2025-05-07,3.12,6.88,10.0,57.16,0.0
USE008003,PRJ006,EQP054,2025-05-09,3.58,12.42,16.0,31.2,0.0
USE008004,PRJ006,EQP054,2025-05-13,4.82,3.18,8.0,80.07,0.0
USE008005,PRJ006,EQP054,2025-05-14,6.76,9.24,16.0,113.18,0.0
USE008006,PRJ006,EQP054,2025-05-16,9.84,2.16,12.0,101.83,712.85
USE008007,PRJ006,EQP054,2025-05-17,7.4,2.6,10.0,75.4,0.0
USE008008,PRJ006,EQP054,2025-05-18,2.48,7.52,10.0,36.25,0.0
USE008009,PRJ006,EQP054,2025-05-20,6.51,3.49,10.0,120.51,0.0
USE008010,PRJ006,EQP054,2025-05-21,7.6,4.4,12.0,59.53,0.0
USE008011,PRJ006,EQP054,2025-05-23,9.55,0.45,10.0,144.88,0.0
USE008012,PRJ006,EQP054,2025-05-26,1.73,10.27,12.0,29.34,2872.27
USE008013,PRJ006,EQP054,2025-05-27,2.32,7.68,10.0,19.36,0.0
USE008014,PRJ006,EQP054,2025-05-31,5.38,4.62,10.0,113.42,0.0
USE008015,PRJ006,EQP054,2025-06-01,7.91,2.09,10.0,165.16,0.0
USE008016,PRJ006,EQP054,2025-06-03,13.93,2.07,16.0,154.3,0.0
USE008017,PRJ006,EQP054,2025-06-04,11.92,4.08,16.0,149.2,856.42
USE008018,PRJ006,EQP054,2025-06-05,5.41,4.59,10.0,84.76,0.0
USE008019,PRJ006,EQP054,2025-06-09,11.89,0.11,12.0,216.8,0.0
USE008020,PRJ006,EQP054,2025-06-11,7.54,0.46,8.0,139.89,0.0
USE008021,PRJ006,EQP054,2025-06-14,1.95,6.05,8.0,21.64,0.0
USE008022,PRJ006,EQP054,2025-06-20,4.18,7.82,12.0,40.76,768.06
USE008023,PRJ006,EQP054,2025-06-21,4.91,3.09,8.0,54.54,2052.42
USE008024,PRJ006,EQP054,2025-07-04,7.1,0.9,8.0,84.1,0.0
USE008025,PRJ006,EQP054,2025-07-05,9.8,14.2,24.0,127.31,0.0
USE008026,PRJ006,EQP054,2025-07-06,23.39,0.61,24.0,170.49,2018.9
USE008027,PRJ006,EQP054,2025-07-10,6.59,5.41,12.0,85.75,0.0
USE008028,PRJ006,EQP054,2025-07-14,8.37,3.63,12.0,181.83,0.0
USE008029,PRJ006,EQP054,2025-07-15,2.34,21.66,24.0,13.19,3439.14
USE008030,PRJ006,EQP054,2025-07-16,4.47,7.53,12.0,55.94,0.0
USE008031,PRJ006,EQP054,2025-07-17,6.16,9.84,16.0,88.26,0.0
USE008032,PRJ006,EQP054,2025-07-18,4.21,11.79,16.0,33.18,612.49
USE008033,PRJ006,EQP054,2025-07-19,7.69,2.31,10.0,58.27,0.0
USE008034,PRJ006,EQP054,2025-07-20,1.7,8.3,10.0,15.77,0.0
USE008035,PRJ006,EQP054,2025-07-24,5.62,6.38,12.0,81.85,0.0
USE008036,PRJ006,EQP054,2025-07-26,7.53,4.47,12.0,137.14,0.0
USE008037,PRJ006,EQP054,2025-07-31,8.55,3.45,12.0,156.96,163.16
USE008038,PRJ006,EQP054,2025-08-02,5.23,2.77,8.0,80.12,0.0
USE008039,PRJ006,EQP054,2025-08-05,5.66,4.34,10.0,58.64,0.0
USE008040,PRJ006,EQP054,2025-08-08,3.49,8.51,12.0,39.47,2417.13
USE008041,PRJ006,EQP054,2025-08-09,7.64,2.36,10.0,92.97,1425.27
USE008042,PRJ006,EQP054,2025-08-15,11.58,0.42,12.0,121.31,0.0
USE008043,PRJ006,EQP054,2025-08-19,5.44,6.56,12.0,38.28,0.0
USE008044,PRJ006,EQP054,2025-08-24,2.8,9.2,12.0,42.5,0.0
USE008045,PRJ006,EQP054,2025-08-25,6.67,5.33,12.0,59.69,0.0
USE008046,PRJ006,EQP054,2025-08-27,6.95,3.05,10.0,69.26,0.0
USE008047,PRJ006,EQP054,2025-08-30,2.26,5.74,8.0,39.64,250.91
USE008048,PRJ006,EQP054,2025-09-01,5.17,4.83,10.0,110.92,0.0
USE008049,PRJ006,EQP054,2025-09-07,5.45,6.55,12.0,32.65,0.0
USE008050,PRJ006,EQP054,2025-09-08,11.58,0.42,12.0,200.8,0.0
USE008051,PRJ006,EQP054,2025-09-09,6.31,3.69,10.0,135.67,2002.17
USE008052,PRJ006,EQP054,2025-09-11,7.73,0.27,8.0,85.0,0.0
USE008053,PRJ006,EQP054,2025-09-15,5.0,5.0,10.0,43.3,0.0
USE008054,PRJ006,EQP054,2025-09-16,3.3,4.7,8.0,40.23,0.0
USE008055,PRJ006,EQP054,2025-09-17,11.22,0.78,12.0,133.65,0.0
USE008056,PRJ006,EQP054,2025-09-19,11.55,0.45,12.0,115.65,0.0
USE008057,PRJ006,EQP054,2025-09-21,6.4,9.6,16.0,49.23,0.0
USE008058,PRJ006,EQP054,2025-09-22,3.32,4.68,8.0,38.14,642.11
USE008059,PRJ006,EQP054,2025-09-28,3.26,6.74,10.0,53.54,0.0
USE008060,PRJ006,EQP054,2025-09-30,7.21,4.79,12.0,100.13,0.0
USE008061,PRJ006,EQP054,2025-10-01,5.29,4.71,10.0,57.05,0.0
USE008062,PRJ006,EQP054,2025-10-02,4.06,3.94,8.0,54.18,0.0
USE008063,PRJ006,EQP054,2025-10-03,9.68,2.32,12.0,102.2,0.0
USE008064,PRJ006,EQP054,2025-10-10,2.12,7.88,10.0,41.32,0.0
USE008065,PRJ006,EQP054,2025-10-12,10.37,1.63,12.0,58.92,0.0
USE008066,PRJ006,EQP054,2025-10-13,5.54,4.46,10.0,42.18,0.0
USE008067,PRJ006,EQP054,2025-10-15,2.47,13.53,16.0,21.53,0.0
USE008068,PRJ006,EQP054,2025-10-16,2.51,9.49,12.0,35.78,0.0
USE008069,PRJ006,EQP054,2025-10-18,15.5,0.5,16.0,155.1,0.0
USE008070,PRJ006,EQP054,2025-10-19,9.01,0.99,10.0,162.27,0.0
USE008071,PRJ006,EQP054,2025-10-20,8.84,1.16,10.0,182.06,2482.59
USE008072,PRJ006,EQP054,2025-10-23,9.22,0.78,10.0,51.69,0.0
USE008073,PRJ006,EQP054,2025-10-26,7.8,2.2,10.0,92.24,0.0
USE008074,PRJ006,EQP054,2025-10-27,1.78,8.22,10.0,10.83,0.0
USE008075,PRJ006,EQP054,2025-10-29,3.66,4.34,8.0,52.92,1943.79
USE008076,PRJ006,EQP054,2025-10-30,7.02,4.98,12.0,93.96,0.0
USE008077,PRJ006,EQP054,2025-11-01,5.17,4.83,10.0,57.04,0.0
USE008078,PRJ006,EQP054,2025-11-02,11.29,4.71,16.0,198.44,0.0
USE008079,PRJ006,EQP054,2025-11-07,4.51,5.49,10.0,90.88,0.0
USE008080,PRJ006,EQP054,2025-11-09,6.24,5.76,12.0,91.93,0.0
USE008081,PRJ006,EQP054,2025-11-12,3.55,6.45,10.0,28.69,0.0
USE008082,PRJ006,EQP054,2025-11-17,2.0,8.0,10.0,21.26,0.0
USE008083,PRJ006,EQP054,2025-11-18,6.14,3.86,10.0,125.21,0.0
USE008084,PRJ006,EQP054,2025-11-23,5.88,2.12,8.0,125.33,0.0
USE008085,PRJ006,EQP054,2025-11-24,5.88,2.12,8.0,110.1,0.0
USE008086,PRJ006,EQP054,2025-11-25,4.34,5.66,10.0,54.24,0.0
USE008087,PRJ006,EQP054,2025-11-28,9.55,6.45,16.0,89.19,0.0
USE008088,PRJ006,EQP054,2025-11-30,3.09,6.91,10.0,18.08,0.0
USE008089,PRJ006,EQP054,2025-12-03,4.72,3.28,8.0,46.43,0.0
USE008090,PRJ006,EQP054,2025-12-04,15.37,0.63,16.0,269.98,0.0
USE008091,PRJ006,EQP054,2025-12-06,1.81,6.19,8.0,39.07,0.0
USE008092,PRJ006,EQP054,2025-12-14,4.79,7.21,12.0,86.29,0.0
USE008093,PRJ006,EQP054,2025-12-17,5.71,4.29,10.0,33.58,0.0
USE008094,PRJ006,EQP054,2025-12-18,8.11,7.89,16.0,109.28,0.0
USE008095,PRJ006,EQP054,2025-12-20,1.74,10.26,12.0,12.46,0.0
USE008096,PRJ006,EQP054,2025-12-24,2.61,13.39,16.0,37.66,0.0
USE008097,PRJ006,EQP054,2025-12-25,5.79,2.21,8.0,105.17,0.0
USE008098,PRJ006,EQP054,2025-12-27,5.18,2.82,8.0,45.98,0.0
USE008099,PRJ006,EQP054,2025-12-30,4.8,7.2,12.0,67.06,0.0
USE008100,PRJ006,EQP054,2025-12-31,1.62,6.38,8.0,26.32,0.0
USE008101,PRJ007,EQP055,2025-01-03,8.66,1.34,10.0,157.9,0.0
USE008102,PRJ007,EQP055,2025-01-04,8.43,7.57,16.0,167.45,0.0
USE008103,PRJ007,EQP055,2025-01-09,4.66,7.34,12.0,80.48,0.0
USE008104,PRJ007,EQP055,2025-01-10,7.83,2.17,10.0,103.4,0.0
USE008105,PRJ007,EQP055,2025-01-13,2.99,21.01,24.0,59.47,0.0
USE008106,PRJ007,EQP055,2025-01-17,7.27,2.73,10.0,118.24,0.0
USE008107,PRJ007,EQP055,2025-01-20,7.83,2.17,10.0,40.69,1399.38
USE008108,PRJ007,EQP055,2025-01-21,3.3,6.7,10.0,55.43,0.0
USE008109,PRJ007,EQP055,2025-01-22,6.26,3.74,10.0,82.72,940.67
USE008110,PRJ007,EQP055,2025-01-24,6.55,3.45,10.0,128.62,0.0
USE008111,PRJ007,EQP055,2025-01-26,6.02,3.98,10.0,120.91,0.0
USE008112,PRJ007,EQP055,2025-01-28,7.92,2.08,10.0,62.76,0.0
USE008113,PRJ007,EQP055,2025-01-29,2.45,9.55,12.0,47.0,0.0
USE008114,PRJ007,EQP055,2025-02-01,11.1,0.9,12.0,158.62,0.0
USE008115,PRJ007,EQP055,2025-02-02,8.3,1.7,10.0,152.39,0.0
USE008116,PRJ007,EQP055,2025-02-03,9.2,0.8,10.0,147.94,0.0
USE008117,PRJ007,EQP055,2025-02-06,6.8,5.2,12.0,116.33,0.0
USE008118,PRJ007,EQP055,2025-02-07,8.85,3.15,12.0,140.33,0.0
USE008119,PRJ007,EQP055,2025-02-08,16.33,7.67,24.0,94.57,0.0
USE008120,PRJ007,EQP055,2025-02-09,3.21,8.79,12.0,64.78,0.0
USE008121,PRJ007,EQP055,2025-02-11,14.79,1.21,16.0,323.36,0.0
USE008122,PRJ007,EQP055,2025-02-13,11.17,0.83,12.0,153.7,0.0
USE008123,PRJ007,EQP055,2025-02-15,4.94,5.06,10.0,91.22,0.0
USE008124,PRJ007,EQP055,2025-02-20,17.08,6.92,24.0,219.61,0.0
USE008125,PRJ007,EQP055,2025-02-24,4.83,5.17,10.0,34.73,0.0
USE008126,PRJ007,EQP055,2025-02-25,1.86,14.14,16.0,15.28,0.0
