report_id,project_id,report_date,planned_progress_pct,actual_progress_pct,work_completed_qty,workers_on_site,weather,delay_hours
DPR003361,PRJ010,2025-03-17,19.76,19.41,472.85,146,Light Rain,0.0
DPR003362,PRJ010,2025-03-18,19.94,18.31,458.86,52,Cloudy,0.33
DPR003363,PRJ010,2025-03-19,20.12,19.05,41.51,121,Clear,0.47
DPR003364,PRJ010,2025-03-20,20.3,19.88,208.09,83,Light Rain,0.76
DPR003365,PRJ010,2025-03-21,20.48,19.41,239.85,94,Clear,0.47
DPR003366,PRJ010,2025-03-22,20.65,20.58,73.86,48,Light Rain,0.0
DPR003367,PRJ010,2025-03-23,20.83,20.55,430.25,198,Clear,1.07
DPR003368,PRJ010,2025-03-24,21.01,20.27,330.82,212,Clear,0.76
DPR003369,PRJ010,2025-03-25,21.19,21.13,470.36,73,Clear,0.71
DPR003370,PRJ010,2025-03-26,21.36,20.53,90.88,218,Clear,0.0
DPR003371,PRJ010,2025-03-27,21.54,20.58,57.46,104,Light Rain,0.0
DPR003372,PRJ010,2025-03-28,21.72,20.69,358.33,217,Cloudy,0.0
DPR003373,PRJ010,2025-03-29,21.9,21.14,54.23,101,Clear,0.69
DPR003374,PRJ010,2025-03-30,22.08,21.46,323.78,127,Clear,0.76
DPR003375,PRJ010,2025-03-31,22.25,21.51,463.03,79,Clear,1.12
DPR003376,PRJ010,2025-04-01,22.43,22.15,229.08,76,Clear,0.25
DPR003377,PRJ010,2025-04-02,22.61,21.87,266.34,141,Heavy Rain,0.45
DPR003378,PRJ010,2025-04-03,22.79,22.35,373.27,121,Light Rain,0.0
DPR003379,PRJ010,2025-04-04,22.97,21.83,478.82,156,Cloudy,0.0
DPR003380,PRJ010,2025-04-05,23.14,22.09,392.87,165,Cloudy,0.0
DPR003381,PRJ010,2025-04-06,23.32,23.47,97.82,44,Cloudy,0.11
DPR003382,PRJ010,2025-04-07,23.5,22.69,77.54,126,Clear,1.73
DPR003383,PRJ010,2025-04-08,23.68,22.77,381.71,201,Clear,1.3
DPR003384,PRJ010,2025-04-09,23.86,23.0,257.88,172,Clear,0.09
DPR003385,PRJ010,2025-04-10,24.03,23.65,177.36,54,Cloudy,0.0
DPR003386,PRJ010,2025-04-11,24.21,23.19,402.02,36,Heavy Rain,0.75
DPR003387,PRJ010,2025-04-12,24.39,23.72,254.34,157,Light Rain,0.0
DPR003388,PRJ010,2025-04-13,24.57,23.92,374.1,86,Clear,0.17
DPR003389,PRJ010,2025-04-14,24.75,23.87,124.07,208,Light Rain,0.0
DPR003390,PRJ010,2025-04-15,24.92,23.94,51.6,92,Clear,0.25
DPR003391,PRJ010,2025-04-16,25.1,24.42,158.47,105,Cloudy,0.17
DPR003392,PRJ010,2025-04-17,25.28,24.6,322.54,103,Light Rain,0.5
DPR003393,PRJ010,2025-04-18,25.46,24.81,57.51,37,Heavy Rain,0.0
DPR003394,PRJ010,2025-04-19,25.64,25.44,73.17,99,Cloudy,0.0
DPR003395,PRJ010,2025-04-20,25.81,25.41,200.77,57,Cloudy,0.82
DPR003396,PRJ010,2025-04-21,25.99,25.05,249.44,155,Heavy Rain,1.36
DPR003397,PRJ010,2025-04-22,26.17,25.22,220.44,93,Cloudy,0.0
DPR003398,PRJ010,2025-04-23,26.35,25.65,158.52,142,Light Rain,0.0
DPR003399,PRJ010,2025-04-24,26.52,25.13,168.24,143,Clear,0.27
DPR003400,PRJ010,2025-04-25,26.7,26.17,103.46,91,Light Rain,0.0
DPR003401,PRJ010,2025-04-26,26.88,26.36,270.59,152,Cloudy,1.13
DPR003402,PRJ010,2025-04-27,27.06,25.94,96.35,156,Heavy Rain,0.89
DPR003403,PRJ010,2025-04-28,27.24,26.94,249.23,187,Clear,0.54
DPR003404,PRJ010,2025-04-29,27.41,27.25,44.5,166,Light Rain,0.0
DPR003405,PRJ010,2025-04-30,27.59,27.03,437.47,112,Cloudy,0.69
DPR003406,PRJ010,2025-05-01,27.77,26.66,250.57,66,Clear,0.0
DPR003407,PRJ010,2025-05-02,27.95,26.93,135.65,104,Clear,0.04
DPR003408,PRJ010,2025-05-03,28.13,27.35,81.55,188,Clear,0.06
DPR003409,PRJ010,2025-05-04,28.3,27.5,359.38,135,Cloudy,0.0
DPR003410,PRJ010,2025-05-05,28.48,27.02,388.02,72,Light Rain,0.36
DPR003411,PRJ010,2025-05-06,28.66,27.51,148.27,123,Clear,0.61
DPR003412,PRJ010,2025-05-07,28.84,27.64,373.33,200,Cloudy,1.24
DPR003413,PRJ010,2025-05-08,29.02,28.56,157.75,183,Light Rain,0.0
DPR003414,PRJ010,2025-05-09,29.19,27.8,263.08,104,Light Rain,1.38
DPR003415,PRJ010,2025-05-10,29.37,28.9,364.91,97,Light Rain,0.8
DPR003416,PRJ010,2025-05-11,29.55,28.89,132.08,102,Heavy Rain,1.06
DPR003417,PRJ010,2025-05-12,29.73,28.13,472.83,136,Clear,0.0
DPR003418,PRJ010,2025-05-13,29.91,28.82,279.36,128,Cloudy,0.82
DPR003419,PRJ010,2025-05-14,30.08,29.14,355.93,123,Heavy Rain,0.3
DPR003420,PRJ010,2025-05-15,30.26,29.86,111.59,181,Clear,2.05
DPR003421,PRJ010,2025-05-16,30.44,29.88,388.3,213,Clear,0.86
DPR003422,PRJ010,2025-05-17,30.62,28.88,159.04,87,Clear,0.0
DPR003423,PRJ010,2025-05-18,30.8,29.75,88.73,86,Cloudy,0.62
DPR003424,PRJ010,2025-05-19,30.97,29.15,330.42,148,Light Rain,0.03
DPR003425,PRJ010,2025-05-20,31.15,30.6,62.36,160,Cloudy,0.0
DPR003426,PRJ010,2025-05-21,31.33,29.85,68.34,124,Clear,0.0
DPR003427,PRJ010,2025-05-22,31.51,30.61,394.87,125,Clear,0.04
DPR003428,PRJ010,2025-05-23,31.69,30.89,427.3,201,Clear,1.77
DPR003429,PRJ010,2025-05-24,31.86,30.04,257.36,191,Light Rain,0.04
DPR003430,PRJ010,2025-05-25,32.04,30.52,171.49,98,Cloudy,0.96
DPR003431,PRJ010,2025-05-26,32.22,31.62,137.1,92,Light Rain,0.0
DPR003432,PRJ010,2025-05-27,32.4,30.89,73.33,150,Clear,0.58
DPR003433,PRJ010,2025-05-28,32.57,31.57,41.39,69,Clear,0.66
DPR003434,PRJ010,2025-05-29,32.75,31.65,469.86,174,Cloudy,0.0
DPR003435,PRJ010,2025-05-30,32.93,31.96,436.27,141,Cloudy,0.0
DPR003436,PRJ010,2025-05-31,33.11,32.17,101.83,45,Light Rain,1.08
DPR003437,PRJ010,2025-06-01,33.29,32.01,72.03,75,Clear,0.03
DPR003438,PRJ010,2025-06-02,33.46,32.91,40.95,119,Light Rain,0.0
DPR003439,PRJ010,2025-06-03,33.64,32.45,357.61,46,Light Rain,0.31
DPR003440,PRJ010,2025-06-04,33.82,32.79,350.03,219,Clear,0.57
DPR003441,PRJ010,2025-06-05,34.0,32.95,200.98,145,Clear,0.72
DPR003442,PRJ010,2025-06-06,34.18,33.52,182.44,95,Clear,0.21
DPR003443,PRJ010,2025-06-07,34.35,33.82,313.34,42,Heavy Rain,0.0
DPR003444,PRJ010,2025-06-08,34.53,33.3,415.62,55,Clear,0.0
DPR003445,PRJ010,2025-06-09,34.71,34.16,328.89,219,Light Rain,0.19
DPR003446,PRJ010,2025-06-10,34.89,33.76,312.04,101,Light Rain,0.59
DPR003447,PRJ010,2025-06-11,35.07,33.5,341.46,124,Clear,1.43
DPR003448,PRJ010,2025-06-12,35.24,34.02,276.11,157,Clear,0.0
DPR003449,PRJ010,2025-06-13,35.42,34.23,105.4,95,Clear,0.99
DPR003450,PRJ010,2025-06-14,35.6,34.61,471.43,38,Light Rain,0.42
DPR003451,PRJ010,2025-06-15,35.78,34.77,226.78,206,Cloudy,0.0
DPR003452,PRJ010,2025-06-16,35.96,34.69,193.91,101,Cloudy,1.03
DPR003453,PRJ010,2025-06-17,36.13,35.78,464.15,181,Light Rain,1.05
DPR003454,PRJ010,2025-06-18,36.31,35.93,74.05,89,Light Rain,0.67
DPR003455,PRJ010,2025-06-19,36.49,35.55,313.86,85,Clear,1.17
DPR003456,PRJ010,2025-06-20,36.67,35.94,262.38,115,Cloudy,1.21
DPR003457,PRJ010,2025-06-21,36.85,35.08,323.49,79,Cloudy,0.0
DPR003458,PRJ010,2025-06-22,37.02,35.89,84.83,126,Clear,0.39
DPR003459,PRJ010,2025-06-23,37.2,35.89,398.37,188,Light Rain,0.23
DPR003460,PRJ010,2025-06-24,37.38,36.07,306.4,106,Clear,0.0
DPR003461,PRJ010,2025-06-25,37.56,36.66,155.29,119,Cloudy,0.0
DPR003462,PRJ010,2025-06-26,37.73,36.79,294.42,129,Clear,0.0
DPR003463,PRJ010,2025-06-27,37.91,36.47,113.6,144,Light Rain,0.9
DPR003464,PRJ010,2025-06-28,38.09,36.87,70.08,71,Clear,0.01
DPR003465,PRJ010,2025-06-29,38.27,36.37,224.63,99,Cloudy,0.58
DPR003466,PRJ010,2025-06-30,38.45,37.58,108.09,97,Cloudy,0.0
DPR003467,PRJ010,2025-07-01,38.62,37.49,84.25,130,Cloudy,0.1
DPR003468,PRJ010,2025-07-02,38.8,37.56,200.87,63,Clear,0.46
DPR003469,PRJ010,2025-07-03,38.98,37.78,105.14,160,Clear,0.0
DPR003470,PRJ010,2025-07-04,39.16,38.28,424.98,184,Light Rain,1.57
DPR003471,PRJ010,2025-07-05,39.34,38.27,325.89,54,Clear,0.0
DPR003472,PRJ010,2025-07-06,39.51,38.16,464.81,126,Light Rain,0.0
DPR003473,PRJ010,2025-07-07,39.69,38.82,322.51,107,Cloudy,0.0
DPR003474,PRJ010,2025-07-08,39.87,38.09,80.76,199,Light Rain,0.46
DPR003475,PRJ010,2025-07-09,40.05,38.53,123.03,139,Clear,0.0
DPR003476,PRJ010,2025-07-10,40.23,38.72,257.19,130,Clear,0.0
DPR003477,PRJ010,2025-07-11,40.4,39.24,413.81,172,Light Rain,0.94
DPR003478,PRJ010,2025-07-12,40.58,39.54,446.77,200,Heavy Rain,0.23
DPR003479,PRJ010,2025-07-13,40.76,39.55,224.19,140,Heavy Rain,0.0
DPR003480,PRJ010,2025-07-14,40.94,39.91,99.03,62,Cloudy,0.08
DPR003481,PRJ010,2025-07-15,41.12,39.69,228.4,147,Clear,1.33
DPR003482,PRJ010,2025-07-16,41.29,40.24,36.24,130,Clear,0.54
DPR003483,PRJ010,2025-07-17,41.47,40.39,187.79,36,Cloudy,0.0
DPR003484,PRJ010,2025-07-18,41.65,40.4,283.82,40,Clear,0.89
DPR003485,PRJ010,2025-07-19,41.83,40.38,289.65,140,Clear,0.81
DPR003486,PRJ010,2025-07-20,42.01,41.08,236.17,138,Clear,0.0
DPR003487,PRJ010,2025-07-21,42.18,40.54,94.16,200,Cloudy,0.73
DPR003488,PRJ010,2025-07-22,42.36,40.93,195.87,203,Light Rain,0.0
DPR003489,PRJ010,2025-07-23,42.54,41.97,287.69,103,Cloudy,0.25
DPR003490,PRJ010,2025-07-24,42.72,41.61,437.36,205,Cloudy,0.0
DPR003491,PRJ010,2025-07-25,42.9,41.38,37.49,97,Cloudy,0.48
DPR003492,PRJ010,2025-07-26,43.07,41.64,324.89,137,Clear,0.0
DPR003493,PRJ010,2025-07-27,43.25,41.89,401.7,145,Cloudy,0.19
DPR003494,PRJ010,2025-07-28,43.43,42.19,188.67,195,Light Rain,0.15
DPR003495,PRJ010,2025-07-29,43.61,42.08,168.46,122,Light Rain,0.39
DPR003496,PRJ010,2025-07-30,43.78,42.38,81.33,156,Clear,0.0
DPR003497,PRJ010,2025-07-31,43.96,42.73,276.02,67,Cloudy,0.56
DPR003498,PRJ010,2025-08-01,44.14,42.68,144.03,44,Light Rain,0.0
DPR003499,PRJ010,2025-08-02,44.32,42.55,392.9,153,Clear,0.0
DPR003500,PRJ010,2025-08-03,44.5,43.62,246.49,199,Clear,0.0
DPR003501,PRJ010,2025-08-04,44.67,42.99,321.45,158,Cloudy,1.33
DPR003502,PRJ010,2025-08-05,44.85,43.72,341.39,209,Clear,0.06
DPR003503,PRJ010,2025-08-06,45.03,43.76,171.72,38,Clear,0.97
DPR003504,PRJ010,2025-08-07,45.21,44.69,162.21,148,Cloudy,0.39
DPR003505,PRJ010,2025-08-08,45.39,43.62,433.59,218,Light Rain,0.16
DPR003506,PRJ010,2025-08-09,45.56,44.45,194.03,51,Clear,1.91
DPR003507,PRJ010,2025-08-10,45.74,44.34,388.16,171,Light Rain,1.09
DPR003508,PRJ010,2025-08-11,45.92,44.52,39.76,219,Cloudy,0.0
DPR003509,PRJ010,2025-08-12,46.1,44.6,123.53,76,Light Rain,1.5
DPR003510,PRJ010,2025-08-13,46.28,44.37,240.82,116,Clear,0.71
DPR003511,PRJ010,2025-08-14,46.45,44.88,370.71,207,Clear,0.41
DPR003512,PRJ010,2025-08-15,46.63,45.16,85.4,114,Clear,0.0
DPR003513,PRJ010,2025-08-16,46.81,44.98,362.94,132,Heavy Rain,0.77
DPR003514,PRJ010,2025-08-17,46.99,45.4,99.57,168,Clear,0.0
DPR003515,PRJ010,2025-08-18,47.17,46.13,186.36,56,Cloudy,0.0
DPR003516,PRJ010,2025-08-19,47.34,45.76,289.4,133,Light Rain,0.0
DPR003517,PRJ010,2025-08-20,47.52,45.53,297.55,135,Heavy Rain,0.0
DPR003518,PRJ010,2025-08-21,47.7,46.62,440.66,76,Clear,0.0
DPR003519,PRJ010,2025-08-22,47.88,46.58,423.82,105,Heavy Rain,0.54
DPR003520,PRJ010,2025-08-23,48.06,46.53,98.32,187,Clear,1.74
DPR003521,PRJ010,2025-08-24,48.23,46.88,112.11,121,Cloudy,0.0
DPR003522,PRJ010,2025-08-25,48.41,46.91,301.39,204,Cloudy,0.44
DPR003523,PRJ010,2025-08-26,48.59,47.14,40.61,69,Light Rain,0.05
DPR003524,PRJ010,2025-08-27,48.77,47.3,73.71,134,Heavy Rain,0.05
DPR003525,PRJ010,2025-08-28,48.94,47.59,368.27,44,Light Rain,1.0
DPR003526,PRJ010,2025-08-29,49.12,47.82,103.53,202,Clear,0.0
DPR003527,PRJ010,2025-08-30,49.3,48.32,83.63,217,Cloudy,1.06
DPR003528,PRJ010,2025-08-31,49.48,47.67,176.67,120,Cloudy,0.0
DPR003529,PRJ010,2025-09-01,49.66,48.22,43.82,68,Light Rain,0.0
DPR003530,PRJ010,2025-09-02,49.83,48.48,299.75,209,Clear,0.47
DPR003531,PRJ010,2025-09-03,50.01,49.04,261.06,103,Light Rain,0.0
DPR003532,PRJ010,2025-09-04,50.19,48.52,167.39,70,Clear,0.05
DPR003533,PRJ010,2025-09-05,50.37,49.08,312.5,47,Clear,0.04
DPR003534,PRJ010,2025-09-06,50.55,48.12,331.06,188,Clear,0.0
DPR003535,PRJ010,2025-09-07,50.72,49.06,55.29,108,Clear,0.14
DPR003536,PRJ010,2025-09-08,50.9,49.45,153.16,182,Cloudy,1.5
DPR003537,PRJ010,2025-09-09,51.08,49.64,284.62,75,Clear,0.22
DPR003538,PRJ010,2025-09-10,51.26,49.26,100.5,135,Clear,0.0
DPR003539,PRJ010,2025-09-11,51.44,49.36,388.87,151,Clear,0.03
DPR003540,PRJ010,2025-09-12,51.61,49.73,77.19,61,Light Rain,0.08
DPR003541,PRJ010,2025-09-13,51.79,50.04,261.96,211,Cloudy,0.0
DPR003542,PRJ010,2025-09-14,51.97,49.77,124.25,86,Light Rain,0.0
DPR003543,PRJ010,2025-09-15,52.15,50.59,234.75,174,Clear,1.1
DPR003544,PRJ010,2025-09-16,52.33,50.24,426.93,216,Clear,0.52
DPR003545,PRJ010,2025-09-17,52.5,51.4,42.4,102,Heavy Rain,1.57
DPR003546,PRJ010,2025-09-18,52.68,51.19,158.95,66,Clear,0.46
DPR003547,PRJ010,2025-09-19,52.86,50.84,386.74,166,Clear,0.0
DPR003548,PRJ010,2025-09-20,53.04,50.21,223.28,187,Light Rain,0.08
DPR003549,PRJ010,2025-09-21,53.22,51.53,252.21,58,Cloudy,0.65
DPR003550,PRJ010,2025-09-22,53.39,52.0,444.33,88,Cloudy,0.82
DPR003551,PRJ010,2025-09-23,53.57,51.02,365.94,182,Cloudy,0.0
DPR003552,PRJ010,2025-09-24,53.75,52.47,160.08,92,Cloudy,0.0
DPR003553,PRJ010,2025-09-25,53.93,52.99,66.47,173,Light Rain,0.22
DPR003554,PRJ010,2025-09-26,54.1,52.24,294.97,128,Cloudy,1.16
DPR003555,PRJ010,2025-09-27,54.28,52.2,384.51,198,Light Rain,0.54
DPR003556,PRJ010,2025-09-28,54.46,52.98,463.94,87,Light Rain,0.0
DPR003557,PRJ010,2025-09-29,54.64,53.04,297.09,154,Clear,0.79
DPR003558,PRJ010,2025-09-30,54.82,53.59,348.32,217,Clear,0.59
DPR003559,PRJ010,2025-10-01,54.99,50.19,107.95,194,Clear,1.16
DPR003560,PRJ010,2025-10-02,55.17,50.3,328.05,209,Clear,1.59
DPR003561,PRJ010,2025-10-03,55.35,50.47,424.13,205,Cloudy,0.09
DPR003562,PRJ010,2025-10-04,55.53,51.18,451.43,44,Light Rain,2.2
DPR003563,PRJ010,2025-10-05,55.71,51.57,88.86,184,Clear,0.77
DPR003564,PRJ010,2025-10-06,55.88,50.86,478.12,196,Cloudy,1.78
DPR003565,PRJ010,2025-10-07,56.06,51.29,466.49,63,Light Rain,0.72
DPR003566,PRJ010,2025-10-08,56.24,51.82,60.51,142,Cloudy,1.33
DPR003567,PRJ010,2025-10-09,56.42,52.26,137.38,54,Clear,0.0
DPR003568,PRJ010,2025-10-10,56.6,52.64,192.24,170,Clear,0.0
DPR003569,PRJ010,2025-10-11,56.77,51.84,305.12,123,Light Rain,1.08
DPR003570,PRJ010,2025-10-12,56.95,51.66,174.81,172,Light Rain,1.88
DPR003571,PRJ010,2025-10-13,57.13,52.59,279.16,185,Heavy Rain,1.86
DPR003572,PRJ010,2025-10-14,57.31,52.72,321.7,95,Cloudy,1.01
DPR003573,PRJ010,2025-10-15,57.49,53.45,104.88,84,Cloudy,0.0
DPR003574,PRJ010,2025-10-16,57.66,53.1,438.47,195,Light Rain,0.0
DPR003575,PRJ010,2025-10-17,57.84,53.31,103.07,90,Light Rain,0.6
DPR003576,PRJ010,2025-10-18,58.02,53.61,423.9,74,Cloudy,1.13
DPR003577,PRJ010,2025-10-19,58.2,53.24,260.72,213,Clear,0.85
DPR003578,PRJ010,2025-10-20,58.38,54.19,400.98,210,Clear,2.1
DPR003579,PRJ010,2025-10-21,58.55,53.82,173.99,109,Clear,0.0
DPR003580,PRJ010,2025-10-22,58.73,54.03,214.19,79,Cloudy,0.1
DPR003581,PRJ010,2025-10-23,58.91,54.14,117.45,99,Light Rain,1.79
DPR003582,PRJ010,2025-10-24,59.09,54.34,66.07,198,Cloudy,0.7
DPR003583,PRJ010,2025-10-25,59.27,54.76,39.42,73,Cloudy,2.02
DPR003584,PRJ010,2025-10-26,59.44,54.84,399.75,77,Clear,1.28
DPR003585,PRJ010,2025-10-27,59.62,54.81,194.27,43,Cloudy,2.32
DPR003586,PRJ010,2025-10-28,59.8,54.57,125.14,185,Cloudy,0.15
DPR003587,PRJ010,2025-10-29,59.98,55.99,179.88,202,Cloudy,0.06
DPR003588,PRJ010,2025-10-30,60.15,54.86,87.77,98,Cloudy,2.07
DPR003589,PRJ010,2025-10-31,60.33,55.85,36.62,77,Light Rain,0.64
DPR003590,PRJ010,2025-11-01,60.51,56.29,229.61,87,Cloudy,0.32
DPR003591,PRJ010,2025-11-02,60.69,56.42,185.12,140,Clear,0.14
DPR003592,PRJ010,2025-11-03,60.87,56.47,37.51,40,Light Rain,1.57
DPR003593,PRJ010,2025-11-04,61.04,55.93,336.77,72,Cloudy,0.84
DPR003594,PRJ010,2025-11-05,61.22,56.29,477.44,101,Clear,0.74
DPR003595,PRJ010,2025-11-06,61.4,57.02,225.96,96,Clear,0.42
DPR003596,PRJ010,2025-11-07,61.58,56.72,210.02,108,Cloudy,1.69
DPR003597,PRJ010,2025-11-08,61.76,57.03,440.54,213,Heavy Rain,0.34
DPR003598,PRJ010,2025-11-09,61.93,56.8,349.32,93,Clear,1.58
DPR003599,PRJ010,2025-11-10,62.11,57.5,260.64,105,Cloudy,1.71
DPR003600,PRJ010,2025-11-11,62.29,57.49,465.68,199,Clear,0.0
DPR003601,PRJ010,2025-11-12,62.47,57.08,81.35,172,Cloudy,1.35
DPR003602,PRJ010,2025-11-13,62.65,57.85,61.52,85,Clear,0.81
DPR003603,PRJ010,2025-11-14,62.82,57.83,132.76,99,Clear,0.65
DPR003604,PRJ010,2025-11-15,63.0,58.47,315.4,190,Cloudy,0.59
DPR003605,PRJ010,2025-11-16,63.18,58.86,201.95,198,Cloudy,0.82
DPR003606,PRJ010,2025-11-17,63.36,58.49,326.94,77,Cloudy,0.92
DPR003607,PRJ010,2025-11-18,63.54,58.72,155.35,153,Cloudy,0.88
DPR003608,PRJ010,2025-11-19,63.71,59.44,269.8,136,Cloudy,0.84
DPR003609,PRJ010,2025-11-20,63.89,59.4,53.26,109,Clear,1.16
DPR003610,PRJ010,2025-11-21,64.07,59.14,436.67,72,Clear,0.17
DPR003611,PRJ010,2025-11-22,64.25,59.31,244.4,74,Cloudy,1.68
DPR003612,PRJ010,2025-11-23,64.43,59.27,359.97,116,Light Rain,1.29
DPR003613,PRJ010,2025-11-24,64.6,60.4,252.04,212,Cloudy,0.29
DPR003614,PRJ010,2025-11-25,64.78,59.66,101.87,201,Clear,0.0
DPR003615,PRJ010,2025-11-26,64.96,60.29,302.93,172,Cloudy,2.33
DPR003616,PRJ010,2025-11-27,65.14,60.5,47.64,215,Cloudy,0.99
DPR003617,PRJ010,2025-11-28,65.31,60.43,411.16,196,Clear,1.82
DPR003618,PRJ010,2025-11-29,65.49,60.54,253.52,183,Clear,0.96
DPR003619,PRJ010,2025-11-30,65.67,60.34,144.61,143,Light Rain,0.29
DPR003620,PRJ010,2025-12-01,65.85,61.42,460.39,95,Clear,1.62
DPR003621,PRJ010,2025-12-02,66.03,61.09,230.03,45,Light Rain,0.19
DPR003622,PRJ010,2025-12-03,66.2,61.47,285.3,55,Cloudy,1.6
DPR003623,PRJ010,2025-12-04,66.38,61.4,430.6,48,Cloudy,0.57
DPR003624,PRJ010,2025-12-05,66.56,62.21,175.59,206,Clear,1.22
DPR003625,PRJ010,2025-12-06,66.74,62.17,182.22,219,Light Rain,0.0
DPR003626,PRJ010,2025-12-07,66.92,62.44,99.9,86,Light Rain,1.36
DPR003627,PRJ010,2025-12-08,67.09,62.84,311.56,197,Light Rain,0.19
DPR003628,PRJ010,2025-12-09,67.27,61.5,163.41,164,Cloudy,1.75
DPR003629,PRJ010,2025-12-10,67.45,62.74,42.52,176,Clear,0.67
DPR003630,PRJ010,2025-12-11,67.63,62.34,362.23,210,Cloudy,0.64
DPR003631,PRJ010,2025-12-12,67.81,62.17,394.85,102,Heavy Rain,0.05
DPR003632,PRJ010,2025-12-13,67.98,63.03,277.67,81,Clear,2.37
DPR003633,PRJ010,2025-12-14,68.16,63.26,129.6,212,Clear,0.78
DPR003634,PRJ010,2025-12-15,68.34,64.25,244.5,213,Cloudy,0.14
DPR003635,PRJ010,2025-12-16,68.52,62.58,284.2,133,Clear,2.11
DPR003636,PRJ010,2025-12-17,68.7,63.59,304.98,147,Light Rain,1.12
DPR003637,PRJ010,2025-12-18,68.87,63.97,147.17,204,Cloudy,0.0
DPR003638,PRJ010,2025-12-19,69.05,64.39,381.62,138,Clear,0.96
DPR003639,PRJ010,2025-12-20,69.23,64.1,444.97,88,Clear,1.69
DPR003640,PRJ010,2025-12-21,69.41,64.76,463.49,179,Clear,1.68
DPR003641,PRJ010,2025-12-22,69.59,64.89,322.62,82,Clear,1.49
DPR003642,PRJ010,2025-12-23,69.76,65.16,399.07,155,Clear,1.79
DPR003643,PRJ010,2025-12-24,69.94,64.7,306.35,165,Cloudy,0.84
DPR003644,PRJ010,2025-12-25,70.12,64.96,257.17,84,Cloudy,1.51
DPR003645,PRJ010,2025-12-26,70.3,65.65,214.48,190,Light Rain,0.46
DPR003646,PRJ010,2025-12-27,70.47,65.95,336.1,209,Light Rain,0.06
DPR003647,PRJ010,2025-12-28,70.65,66.15,100.08,63,Cloudy,0.39
DPR003648,PRJ010,2025-12-29,70.83,65.67,375.09,175,Light Rain,1.05
DPR003649,PRJ010,2025-12-30,71.01,65.69,190.01,75,Clear,0.24
DPR003650,PRJ010,2025-12-31,71.19,65.92,276.21,150,Clear,0.68
DPR003651,PRJ011,2025-01-01,7.23,6.98,61.63,173,Light Rain,0.27
DPR003652,PRJ011,2025-01-02,7.41,7.0,76.69,198,Light Rain,0.26
DPR003653,PRJ011,2025-01-03,7.58,6.41,307.85,119,Clear,1.42
DPR003654,PRJ011,2025-01-04,7.76,7.32,334.14,103,Cloudy,0.0
DPR003655,PRJ011,2025-01-05,7.94,7.75,388.92,176,Cloudy,0.98
DPR003656,PRJ011,2025-01-06,8.11,7.53,309.45,143,Clear,1.18
DPR003657,PRJ011,2025-01-07,8.29,7.98,214.7,35,Clear,0.0
DPR003658,PRJ011,2025-01-08,8.47,8.3,66.14,97,Cloudy,0.53
DPR003659,PRJ011,2025-01-09,8.65,8.51,250.42,48,Cloudy,0.0
DPR003660,PRJ011,2025-01-10,8.82,8.67,57.61,55,Light Rain,0.03
DPR003661,PRJ011,2025-01-11,9.0,8.11,277.38,156,Clear,0.0
DPR003662,PRJ011,2025-01-12,9.18,8.09,261.12,78,Light Rain,0.22
DPR003663,PRJ011,2025-01-13,9.36,8.58,218.62,109,Cloudy,0.2
DPR003664,PRJ011,2025-01-14,9.53,8.39,190.45,41,Cloudy,0.55
DPR003665,PRJ011,2025-01-15,9.71,9.4,453.23,45,Clear,0.0
DPR003666,PRJ011,2025-01-16,9.89,9.64,336.51,72,Heavy Rain,1.61
DPR003667,PRJ011,2025-01-17,10.07,9.53,432.13,48,Light Rain,0.0
DPR003668,PRJ011,2025-01-18,10.24,9.38,114.67,212,Light Rain,1.61
DPR003669,PRJ011,2025-01-19,10.42,10.08,99.27,102,Light Rain,1.96
DPR003670,PRJ011,2025-01-20,10.6,10.04,259.01,212,Light Rain,0.09
DPR003671,PRJ011,2025-01-21,10.77,10.31,262.99,207,Clear,0.49
DPR003672,PRJ011,2025-01-22,10.95,10.4,355.78,96,Clear,1.25
DPR003673,PRJ011,2025-01-23,11.13,10.78,362.05,188,Clear,0.4
DPR003674,PRJ011,2025-01-24,11.31,10.98,192.25,144,Clear,0.44
DPR003675,PRJ011,2025-01-25,11.48,10.27,129.57,179,Clear,0.0
DPR003676,PRJ011,2025-01-26,11.66,10.82,330.72,76,Cloudy,1.11
DPR003677,PRJ011,2025-01-27,11.84,11.16,153.27,184,Clear,0.69
DPR003678,PRJ011,2025-01-28,12.02,10.88,317.11,166,Cloudy,0.93
DPR003679,PRJ011,2025-01-29,12.19,11.32,225.0,70,Cloudy,0.76
DPR003680,PRJ011,2025-01-30,12.37,11.68,144.04,200,Light Rain,0.6
DPR003681,PRJ011,2025-01-31,12.55,11.72,43.66,58,Cloudy,1.38
DPR003682,PRJ011,2025-02-01,12.73,12.04,356.21,216,Cloudy,0.09
DPR003683,PRJ011,2025-02-02,12.9,12.5,124.27,155,Light Rain,0.09
DPR003684,PRJ011,2025-02-03,13.08,12.0,134.0,38,Light Rain,0.0
DPR003685,PRJ011,2025-02-04,13.26,12.04,246.49,76,Cloudy,1.14
DPR003686,PRJ011,2025-02-05,13.44,12.24,252.95,215,Cloudy,0.0
DPR003687,PRJ011,2025-02-06,13.61,13.33,347.39,68,Cloudy,0.58
DPR003688,PRJ011,2025-02-07,13.79,12.96,343.6,42,Clear,0.0
DPR003689,PRJ011,2025-02-08,13.97,13.71,238.85,119,Clear,0.47
